Employee_ID,Department,Job_Role,Experience_Level,Region,AI_Tool_Used,Daily_AI_Usage_Minutes,Use_Case,Prompt_Complexity,Tasks_Completed_Per_Day,Avg_Task_Time_Before_AI,Avg_Task_Time_After_AI,Productivity_Improvement_%,Revenue_Impact_USD,Cost_Savings_USD,Error_Rate_Reduction_%,Decision_Speed_Improvement_%,Adoption_Level,Satisfaction_Score,Training_Hours,AI_Trust_Level,Date,Month,Quarter
EMP1591,IT,Software Engineer,Mid,APAC,Claude,90.8,Coding,Medium,8.2,85.6,50.3,41.24,11146.79,3421.36,32.85,27.93,High,8.6,12.0,Medium,2024-12-22,December,Q4
EMP1592,IT,Cybersecurity Analyst,Mid,US,Claude,72.4,Coding,Medium,7.2,80.8,58.1,28.09,4110.74,3160.76,25.17,38.3,Medium,6.8,15.8,Medium,2024-08-26,August,Q3
EMP1593,Marketing,Marketing Manager,Senior,US,ChatGPT,42.8,Research,Low,5.8,69.1,54.8,20.69,4093.25,2536.35,19.83,16.84,Medium,7.7,12.4,High,2024-12-04,December,Q4
EMP1594,Sales,SDR,Junior,India,Gemini,57.7,Research,Medium,4.4,51.1,40.8,20.16,5166.11,2488.17,17.62,15.78,Low,7.0,16.0,Low,2024-07-03,July,Q3
EMP1595,Finance,Financial Analyst,Junior,APAC,ChatGPT,40.6,Research,Low,7.7,58.0,46.8,19.31,7615.53,4984.69,23.51,26.24,High,7.7,26.3,High,2024-11-28,November,Q4
EMP1596,Finance,Risk Analyst,Junior,India,ChatGPT,91.8,Research,Medium,6.7,38.4,20.2,47.4,7188.59,3541.15,42.06,32.92,High,9.1,18.6,High,2024-09-17,September,Q3
EMP1597,Sales,Sales Manager,Mid,Europe,Copilot,78.2,Content Creation,Medium,5.4,40.0,30.5,23.75,9482.49,2637.82,19.34,28.86,Low,6.8,8.2,Low,2024-11-01,November,Q4
EMP1598,IT,Cybersecurity Analyst,Junior,UK,Copilot,102.9,Coding,Medium,6.0,78.6,45.6,41.98,10867.88,3678.3,43.37,30.24,High,8.4,14.8,High,2024-04-11,April,Q2
EMP1599,Operations,Business Analyst,Mid,India,Claude,72.3,Content Creation,High,4.3,68.7,50.5,26.49,3742.11,2991.29,22.81,18.49,Low,8.5,13.0,High,2024-12-30,December,Q4
EMP1600,Marketing,Marketing Manager,Senior,Europe,ChatGPT,71.7,Content Creation,Medium,5.7,78.8,55.3,29.82,5532.23,1724.34,28.1,16.69,Low,7.8,7.3,High,2024-09-28,September,Q3
EMP1601,Finance,Accountant,Senior,US,OpenAI API,34.2,Research,Medium,5.2,44.7,33.9,24.16,6046.63,2549.81,15.57,26.87,Medium,8.3,6.7,High,2024-07-20,July,Q3
EMP1602,Marketing,Content Strategist,Junior,US,ChatGPT,83.5,Research,Low,8.0,59.3,42.6,28.16,10685.28,2956.83,29.5,30.86,Medium,8.4,12.7,High,2024-12-16,December,Q4
EMP1603,IT,DevOps Engineer,Junior,US,Claude,84.2,Research,High,6.6,63.5,46.4,26.93,8243.13,1708.31,25.21,34.68,Low,7.8,17.8,High,2024-06-03,June,Q2
EMP1604,Finance,FP&A Manager,Senior,US,Claude,59.1,Research,Low,5.5,61.4,44.6,27.36,4390.74,4501.88,33.17,15.16,High,7.7,6.0,Medium,2024-02-01,February,Q1
EMP1605,Finance,Accountant,Senior,UK,OpenAI API,46.9,Data Analysis,High,6.3,74.7,53.5,28.38,4825.52,3586.38,20.25,30.8,Medium,7.9,5.5,High,2024-10-11,October,Q4
EMP1606,IT,DevOps Engineer,Junior,India,OpenAI API,113.8,Coding,High,4.8,70.7,46.2,34.65,4723.62,3311.75,28.3,21.59,Medium,8.2,23.0,Medium,2024-06-23,June,Q2
EMP1607,IT,IT Manager,Senior,Europe,OpenAI API,80.2,Coding,Low,4.7,85.1,57.1,32.9,10559.79,2843.16,36.5,33.35,High,8.6,5.1,High,2024-07-14,July,Q3
EMP1608,Marketing,Digital Marketer,Junior,India,Gemini,86.0,Research,Low,2.7,66.9,52.2,21.97,4698.6,1094.19,20.82,6.52,Low,7.3,14.7,Low,2024-05-03,May,Q2
EMP1609,IT,Cybersecurity Analyst,Junior,APAC,OpenAI API,109.1,Data Analysis,Medium,8.9,62.6,38.0,39.3,9566.65,4360.38,37.98,17.09,High,9.1,17.0,Medium,2024-06-08,June,Q2
EMP1610,IT,Cybersecurity Analyst,Junior,Europe,Claude,99.8,Data Analysis,Low,5.5,73.4,51.4,29.97,4528.4,2995.0,34.16,8.99,Medium,8.3,15.9,High,2024-10-04,October,Q4
EMP1611,HR,Recruiter,Mid,APAC,ChatGPT,59.4,Data Analysis,High,6.1,68.6,45.4,33.82,2516.46,2467.87,21.51,29.58,High,8.7,10.7,High,2024-03-11,March,Q1
EMP1612,Finance,CFO Analyst,Mid,UK,Claude,43.6,Content Creation,High,4.0,58.4,47.2,19.18,4788.53,3794.52,13.59,18.04,Low,6.5,11.4,Medium,2024-04-13,April,Q2
EMP1613,Sales,Account Executive,Senior,UK,Copilot,56.9,Research,Medium,11.6,62.4,43.8,29.81,15243.66,2985.65,29.79,23.17,High,8.6,7.4,High,2024-12-27,December,Q4
EMP1614,IT,Cybersecurity Analyst,Junior,US,OpenAI API,112.3,Data Analysis,Low,8.1,61.7,45.7,25.93,1840.68,2122.14,30.6,22.18,Low,8.2,14.6,High,2024-03-15,March,Q1
EMP1615,IT,Cybersecurity Analyst,Junior,Europe,OpenAI API,122.2,Data Analysis,Medium,8.3,66.8,41.1,38.47,9000.95,4189.82,42.84,23.29,High,9.3,16.5,High,2024-02-04,February,Q1
EMP1616,Sales,Business Dev Manager,Junior,UK,Gemini,91.1,Research,Medium,8.2,42.1,32.1,23.75,7523.96,1645.45,29.97,15.41,Medium,9.0,15.3,High,2024-03-01,March,Q1
EMP1617,Operations,Process Analyst,Mid,India,Claude,42.7,Data Analysis,High,5.7,58.9,42.5,27.84,4436.27,3772.18,24.08,25.73,Medium,6.5,15.6,Medium,2024-01-16,January,Q1
EMP1618,Sales,SDR,Senior,US,Copilot,34.5,Content Creation,High,9.6,54.5,40.3,26.06,11654.59,2972.61,17.99,28.45,High,7.3,13.0,Medium,2024-06-04,June,Q2
EMP1619,IT,IT Manager,Mid,US,Claude,102.0,Coding,High,3.2,70.2,47.0,33.05,6784.49,2204.7,30.01,23.34,Low,6.8,12.7,Medium,2024-04-06,April,Q2
EMP1620,IT,Software Engineer,Junior,US,OpenAI API,103.6,Coding,High,7.4,63.6,42.6,33.02,5034.93,3781.6,35.9,25.89,Medium,7.2,14.8,Medium,2024-01-14,January,Q1
EMP1621,Marketing,Digital Marketer,Mid,US,Claude,87.6,Customer Support,High,10.5,28.7,18.5,35.54,11366.24,2396.54,40.14,45.59,High,10.0,19.7,High,2024-10-17,October,Q4
EMP1622,Sales,Business Dev Manager,Senior,US,ChatGPT,67.6,Research,Low,4.9,55.4,44.7,19.31,8721.63,1954.15,21.59,25.23,Low,7.0,7.4,High,2024-04-28,April,Q2
EMP1623,IT,Data Scientist,Mid,US,Copilot,73.6,Data Analysis,High,7.3,53.5,37.7,29.53,8296.3,3224.56,35.8,33.69,Medium,7.5,14.2,High,2024-02-10,February,Q1
EMP1624,Sales,Sales Analyst,Senior,Europe,ChatGPT,87.1,Research,High,11.4,66.2,43.0,35.05,16253.72,3043.44,39.92,44.05,High,7.0,10.5,Medium,2024-11-05,November,Q4
EMP1625,Operations,Project Manager,Junior,India,OpenAI API,84.7,Content Creation,Medium,8.0,62.8,37.7,39.97,7812.82,3455.95,41.8,36.26,High,8.2,20.4,Low,2024-07-10,July,Q3
EMP1626,HR,Recruiter,Junior,India,Claude,47.4,Research,Medium,5.8,53.0,38.2,27.92,3408.21,920.22,22.19,26.26,Medium,7.7,19.4,Medium,2024-08-30,August,Q3
EMP1627,Sales,Account Executive,Junior,India,ChatGPT,103.3,Customer Support,High,8.0,37.1,24.0,35.31,8872.93,1985.59,40.83,28.43,Medium,8.4,21.3,Medium,2024-04-25,April,Q2
EMP1628,Operations,Operations Manager,Mid,India,Claude,77.9,Data Analysis,Low,8.4,63.7,40.3,36.73,7425.54,3479.75,41.0,9.03,High,9.8,14.0,High,2024-05-18,May,Q2
EMP1629,IT,IT Manager,Junior,Europe,OpenAI API,61.8,Research,Medium,7.0,71.5,54.0,24.48,5000.03,3929.47,31.94,31.75,High,6.3,21.0,Medium,2024-12-09,December,Q4
EMP1630,Finance,FP&A Manager,Junior,India,ChatGPT,99.0,Data Analysis,High,5.1,48.7,32.1,34.09,6584.96,4777.75,34.79,15.43,Medium,9.4,11.8,Medium,2024-03-31,March,Q1
EMP1631,Operations,Project Manager,Junior,India,OpenAI API,101.0,Research,Low,6.6,70.4,44.0,37.5,7291.54,3834.4,42.1,26.42,High,9.3,16.0,High,2024-12-18,December,Q4
EMP1632,Sales,SDR,Senior,India,Copilot,86.3,Customer Support,High,6.0,19.4,14.9,23.2,5978.3,681.6,32.24,26.68,Low,7.2,4.3,High,2024-08-06,August,Q3
EMP1633,IT,IT Manager,Mid,Europe,Copilot,91.0,Research,High,4.0,51.9,32.4,37.57,6586.4,2697.45,25.28,17.48,Low,9.8,11.5,High,2024-07-13,July,Q3
EMP1634,Finance,Accountant,Senior,Europe,OpenAI API,99.5,Content Creation,High,5.3,54.7,35.1,35.83,6761.69,4349.82,30.84,27.9,Medium,7.9,7.3,High,2024-10-19,October,Q4
EMP1635,Operations,Business Analyst,Junior,India,OpenAI API,84.8,Content Creation,Medium,6.3,59.2,45.8,22.64,1716.6,3187.12,25.28,27.13,Low,7.4,12.5,Medium,2024-11-24,November,Q4
EMP1636,IT,Software Engineer,Mid,India,Copilot,105.8,Data Analysis,High,10.7,84.4,42.8,49.29,10506.74,3125.15,34.94,30.62,High,8.9,9.2,High,2024-08-21,August,Q3
EMP1637,Marketing,Marketing Manager,Junior,US,Gemini,105.1,Customer Support,Low,8.2,46.0,27.6,40.0,11762.7,2025.19,40.93,23.97,High,8.3,15.1,Medium,2024-10-02,October,Q4
EMP1638,Finance,Risk Analyst,Mid,APAC,Claude,12.0,Data Analysis,Medium,7.6,44.2,37.6,14.93,6579.6,3299.32,10.29,38.71,High,6.1,16.8,Medium,2024-10-12,October,Q4
EMP1639,Operations,Project Manager,Junior,India,OpenAI API,81.4,Content Creation,High,8.0,77.2,41.0,46.89,5876.21,4422.16,41.48,38.06,High,9.5,17.9,Medium,2024-01-26,January,Q1
EMP1640,Finance,FP&A Manager,Mid,APAC,OpenAI API,67.5,Research,Low,7.3,67.5,48.2,28.59,5844.33,3141.72,26.81,35.36,Medium,8.4,7.2,Medium,2024-07-22,July,Q3
EMP1641,IT,DevOps Engineer,Mid,Europe,Claude,70.4,Data Analysis,High,5.4,66.2,41.7,37.01,7355.73,2752.06,37.47,20.04,Medium,8.9,6.8,High,2024-03-26,March,Q1
EMP1642,Sales,Sales Analyst,Senior,Europe,Copilot,54.9,Research,Low,10.4,58.1,41.2,29.09,14129.09,2219.93,21.35,17.92,High,7.2,5.1,Medium,2024-01-28,January,Q1
EMP1643,Marketing,Digital Marketer,Mid,India,Gemini,96.7,Research,Low,7.9,51.7,34.3,33.66,9016.61,2321.89,35.94,17.68,Medium,8.3,10.2,Medium,2024-11-26,November,Q4
EMP1644,Sales,Sales Analyst,Junior,Europe,ChatGPT,64.0,Research,High,12.0,69.0,45.8,33.62,15198.05,3609.07,32.08,39.09,High,9.1,12.1,Low,2024-09-13,September,Q3
EMP1645,Finance,Financial Analyst,Junior,APAC,ChatGPT,74.7,Content Creation,Medium,6.0,46.5,32.1,30.97,4088.03,4234.91,34.38,30.33,High,7.2,20.2,Medium,2024-12-22,December,Q4
EMP1646,Sales,Business Dev Manager,Mid,APAC,ChatGPT,71.3,Content Creation,Low,10.1,67.6,48.7,27.96,11589.3,2905.45,30.5,28.9,High,7.4,14.8,Medium,2024-07-30,July,Q3
EMP1647,Operations,Supply Chain Analyst,Junior,UK,Claude,57.6,Data Analysis,Medium,5.3,89.3,74.5,16.57,4070.21,2694.4,19.73,34.12,Medium,7.2,12.8,Medium,2024-04-01,April,Q2
EMP1648,Marketing,Brand Manager,Junior,UK,Gemini,116.7,Research,Medium,8.0,60.8,40.8,32.89,10925.24,3119.98,33.4,35.53,High,8.5,17.0,High,2024-02-16,February,Q1
EMP1649,HR,HR Analyst,Mid,APAC,Claude,60.1,Data Analysis,Medium,7.2,59.1,39.7,32.83,3040.31,2562.4,28.42,26.41,Medium,9.7,11.0,High,2024-11-28,November,Q4
EMP1650,Operations,Process Analyst,Senior,India,OpenAI API,40.4,Content Creation,High,4.8,68.0,48.6,28.53,2832.0,3603.29,24.07,27.69,Low,8.0,14.0,Medium,2024-03-04,March,Q1
EMP1651,Sales,Sales Manager,Senior,Europe,ChatGPT,88.2,Research,High,7.6,65.8,42.4,35.56,8472.58,1719.14,29.78,36.06,Medium,8.3,7.3,High,2024-08-18,August,Q3
EMP1652,IT,DevOps Engineer,Senior,Europe,Copilot,75.0,Research,Low,6.6,60.0,44.7,25.5,3452.44,2864.67,30.94,12.31,Medium,8.5,1.0,Medium,2024-12-28,December,Q4
EMP1653,IT,IT Manager,Senior,APAC,OpenAI API,95.2,Data Analysis,Low,7.9,58.1,38.4,33.91,6147.52,3639.04,29.11,19.88,Medium,7.4,6.4,Low,2024-10-08,October,Q4
EMP1654,IT,IT Manager,Mid,US,Copilot,77.6,Coding,High,9.0,72.0,45.9,36.25,9694.97,3872.83,34.47,37.62,High,7.7,5.0,High,2024-06-20,June,Q2
EMP1655,IT,Cybersecurity Analyst,Mid,US,OpenAI API,86.8,Coding,Low,8.9,90.4,59.1,34.62,11115.64,2634.96,36.4,18.05,High,8.4,9.3,Medium,2024-03-15,March,Q1
EMP1656,Finance,FP&A Manager,Senior,India,Claude,74.5,Data Analysis,High,5.2,70.4,42.8,39.2,10124.15,3294.55,26.38,22.41,High,8.4,10.5,High,2024-08-02,August,Q3
EMP1657,Sales,SDR,Mid,Europe,Copilot,90.8,Research,Low,11.2,47.0,29.8,36.6,19868.93,3482.53,36.25,17.84,High,7.9,14.2,Medium,2024-08-16,August,Q3
EMP1658,Operations,Supply Chain Analyst,Junior,India,OpenAI API,44.1,Data Analysis,High,6.9,64.1,46.5,27.46,6744.5,1836.93,15.72,16.08,Medium,8.2,18.5,High,2024-03-01,March,Q1
EMP1659,Finance,FP&A Manager,Mid,UK,ChatGPT,63.3,Data Analysis,High,5.2,75.2,50.0,33.51,8252.7,3801.18,29.42,39.32,High,7.3,12.9,Medium,2024-11-14,November,Q4
EMP1660,Marketing,SEO Analyst,Mid,US,ChatGPT,94.0,Research,Low,10.9,77.1,54.8,28.92,11317.1,3092.77,42.31,27.59,High,7.6,9.6,High,2024-09-11,September,Q3
EMP1661,Operations,Project Manager,Mid,UK,OpenAI API,49.5,Data Analysis,High,6.7,60.4,43.8,27.48,2960.79,3257.92,27.14,42.23,Medium,7.1,16.3,High,2024-11-07,November,Q4
EMP1662,IT,IT Manager,Junior,US,OpenAI API,96.2,Coding,High,7.5,68.9,39.2,43.11,8281.14,2429.29,33.66,30.42,Medium,9.0,21.6,High,2024-10-28,October,Q4
EMP1663,IT,IT Manager,Junior,APAC,ChatGPT,104.5,Data Analysis,Low,7.2,62.5,44.2,29.28,10004.81,2824.18,39.87,31.33,High,7.9,17.6,High,2024-08-14,August,Q3
EMP1664,IT,Software Engineer,Mid,India,Copilot,92.6,Coding,High,3.7,65.6,42.1,35.82,8742.11,3683.03,34.81,19.08,Medium,8.3,6.6,High,2024-10-07,October,Q4
EMP1665,HR,HR Analyst,Mid,Europe,Gemini,75.6,Data Analysis,High,5.6,60.9,43.4,28.74,3541.38,2183.42,31.35,26.42,Medium,8.2,16.5,High,2024-10-12,October,Q4
EMP1666,IT,Data Scientist,Junior,APAC,Copilot,100.8,Coding,High,7.2,59.9,37.6,37.23,6289.15,3258.98,34.36,24.65,Medium,7.9,32.0,Medium,2024-03-16,March,Q1
EMP1667,Marketing,Marketing Manager,Junior,US,Claude,75.9,Content Creation,Medium,8.8,63.6,44.7,29.72,9524.81,3554.4,37.19,44.15,High,7.6,14.2,Medium,2024-03-15,March,Q1
EMP1668,Finance,Financial Analyst,Senior,US,Claude,49.9,Content Creation,Medium,4.0,36.6,26.6,27.32,3383.12,2173.69,16.11,33.03,Low,8.7,11.8,Medium,2024-11-04,November,Q4
EMP1669,Sales,SDR,Junior,APAC,Copilot,63.4,Customer Support,Low,4.7,55.0,39.9,27.45,465.2,1883.36,20.32,13.97,Low,8.1,25.7,High,2024-01-26,January,Q1
EMP1670,Sales,Sales Manager,Junior,US,Copilot,80.5,Customer Support,High,7.5,30.6,19.3,36.93,12081.78,1983.69,24.52,26.37,Medium,9.6,21.6,High,2024-03-23,March,Q1
EMP1671,Sales,SDR,Senior,APAC,Gemini,50.9,Research,Medium,5.0,63.3,46.7,26.22,6075.93,631.75,18.92,38.36,Low,7.2,12.9,Medium,2024-12-20,December,Q4
EMP1672,IT,Cybersecurity Analyst,Senior,US,OpenAI API,90.8,Data Analysis,High,6.5,62.0,45.5,26.61,4199.95,2107.62,23.23,23.93,Low,7.8,7.3,High,2024-10-23,October,Q4
EMP1673,IT,DevOps Engineer,Senior,UK,Copilot,83.7,Coding,Medium,5.9,84.7,58.0,31.52,7635.86,2616.15,28.58,17.1,Medium,8.5,6.9,Medium,2024-06-02,June,Q2
EMP1674,Finance,Accountant,Junior,US,OpenAI API,82.1,Research,High,8.1,73.1,41.2,43.64,6935.77,5032.93,35.95,43.82,High,8.7,20.7,Medium,2024-02-04,February,Q1
EMP1675,Marketing,Brand Manager,Senior,US,ChatGPT,58.5,Research,Low,9.8,56.2,40.0,28.83,10879.91,2496.81,30.1,30.42,High,8.6,8.1,Low,2024-08-29,August,Q3
EMP1676,IT,Data Scientist,Junior,US,Copilot,127.3,Research,High,7.4,64.8,42.0,35.19,6921.38,2996.74,34.99,34.39,Medium,8.0,23.3,Medium,2024-05-20,May,Q2
EMP1677,IT,DevOps Engineer,Mid,India,ChatGPT,79.9,Research,Medium,6.5,24.2,15.5,35.95,6822.41,3743.94,32.49,38.6,High,8.6,19.8,High,2024-04-17,April,Q2
EMP1678,Operations,Process Analyst,Junior,India,OpenAI API,52.1,Data Analysis,Low,6.0,62.5,52.3,16.32,5846.91,4152.81,18.96,18.87,Medium,6.0,16.8,Medium,2024-02-25,February,Q1
EMP1679,Sales,Business Dev Manager,Senior,US,Gemini,34.8,Research,High,4.8,81.7,63.4,22.4,7469.15,2161.55,17.45,32.64,Low,6.9,7.6,Medium,2024-09-27,September,Q3
EMP1680,Operations,Operations Manager,Senior,US,Claude,65.8,Content Creation,Medium,4.0,49.6,34.7,30.04,5814.9,3146.74,28.48,26.14,Medium,8.9,3.6,Medium,2024-12-18,December,Q4
EMP1681,IT,Cybersecurity Analyst,Mid,UK,Claude,91.1,Data Analysis,Medium,6.7,54.4,35.5,34.74,9648.36,3541.05,33.78,30.82,High,8.4,21.4,Low,2024-11-07,November,Q4
EMP1682,Marketing,SEO Analyst,Junior,India,Claude,91.3,Customer Support,Low,9.9,32.1,20.0,37.69,12587.91,4649.58,45.3,16.99,High,9.4,16.9,High,2024-10-21,October,Q4
EMP1683,Sales,Business Dev Manager,Junior,Europe,Copilot,69.8,Customer Support,Medium,8.8,58.6,41.0,30.03,13470.63,3266.24,28.24,27.28,High,8.2,14.5,High,2024-11-10,November,Q4
EMP1684,Marketing,Digital Marketer,Mid,India,Copilot,86.2,Customer Support,High,6.9,10.2,6.3,38.24,9725.4,1202.11,34.7,26.62,Medium,8.9,7.1,High,2024-11-19,November,Q4
EMP1685,IT,IT Manager,Junior,APAC,ChatGPT,77.9,Coding,Medium,10.0,73.8,49.0,33.6,10435.67,2813.71,34.07,32.47,High,6.8,16.9,Low,2024-11-08,November,Q4
EMP1686,IT,Data Scientist,Mid,APAC,Claude,100.7,Coding,Medium,8.0,82.5,46.7,43.39,11570.64,3936.58,45.72,35.8,High,8.0,19.3,High,2024-01-01,January,Q1
EMP1687,Operations,Operations Manager,Senior,Europe,ChatGPT,55.4,Research,Medium,4.1,56.7,43.3,23.63,3168.99,2073.24,16.93,14.61,Medium,7.7,9.3,High,2024-11-16,November,Q4
EMP1688,IT,Software Engineer,Mid,India,OpenAI API,63.4,Research,Low,7.7,57.3,44.2,22.86,11848.02,4247.85,28.97,32.15,High,7.9,5.9,High,2024-07-31,July,Q3
EMP1689,Finance,Risk Analyst,Junior,US,ChatGPT,73.8,Research,Low,6.0,46.4,34.4,25.86,8901.26,5403.07,40.15,27.95,High,7.3,12.7,Medium,2024-06-28,June,Q2
EMP1690,Sales,Business Dev Manager,Mid,India,Gemini,50.5,Customer Support,Medium,5.6,45.2,34.4,23.89,7842.63,1656.74,17.74,18.73,Low,7.6,2.2,High,2024-01-06,January,Q1
EMP1691,Operations,Process Analyst,Senior,US,OpenAI API,31.3,Research,Low,8.2,42.8,34.3,19.86,5173.54,2811.41,23.67,15.65,High,6.3,10.4,High,2024-05-10,May,Q2
EMP1692,HR,HR Manager,Mid,US,Claude,48.4,Research,Low,4.9,60.6,50.1,17.33,2739.23,1347.09,16.42,4.69,Low,5.1,8.9,Medium,2024-09-16,September,Q3
EMP1693,Marketing,Digital Marketer,Junior,India,Claude,87.3,Content Creation,High,6.7,44.5,26.9,39.55,11677.89,3618.68,33.77,28.4,Medium,8.5,21.9,Medium,2024-02-28,February,Q1
EMP1694,IT,DevOps Engineer,Senior,APAC,Claude,60.1,Data Analysis,High,6.4,64.1,48.9,23.71,5114.38,2185.28,29.85,26.14,Medium,7.2,12.5,Low,2024-10-18,October,Q4
EMP1695,HR,Compensation Analyst,Junior,Europe,ChatGPT,29.9,Content Creation,High,6.4,57.7,43.1,25.3,4683.77,2955.61,17.14,40.76,High,7.8,13.7,Low,2024-04-09,April,Q2
EMP1696,Sales,SDR,Junior,APAC,Copilot,59.8,Research,Low,10.3,80.6,58.8,27.05,14084.82,2780.24,26.71,27.69,High,8.4,12.9,Medium,2024-09-02,September,Q3
EMP1697,Operations,Project Manager,Junior,Europe,ChatGPT,30.5,Content Creation,Low,4.9,43.6,35.5,18.58,1465.77,1443.35,25.34,20.72,Low,7.0,22.1,Medium,2024-03-10,March,Q1
EMP1698,Marketing,Brand Manager,Senior,US,Gemini,41.4,Customer Support,High,8.3,46.3,35.8,22.68,4901.98,2562.38,24.19,25.24,Medium,7.7,3.4,High,2024-08-23,August,Q3
EMP1699,Marketing,Digital Marketer,Mid,Europe,Claude,112.1,Research,Medium,9.4,49.1,28.5,41.96,13262.2,3104.48,45.4,30.86,High,9.6,6.8,High,2024-07-30,July,Q3
EMP1700,IT,Software Engineer,Junior,US,Claude,112.0,Research,Low,8.5,55.7,36.9,33.75,10353.97,3151.58,44.34,25.3,High,7.8,18.9,High,2024-12-13,December,Q4
EMP1701,Finance,Accountant,Senior,US,Claude,48.9,Content Creation,Medium,4.4,41.3,26.3,36.32,7927.14,3432.84,20.1,32.56,Medium,7.7,7.8,High,2024-01-10,January,Q1
EMP1702,HR,Recruiter,Senior,Europe,Gemini,52.6,Data Analysis,Low,3.7,54.0,42.2,21.85,2029.51,351.04,20.99,6.26,Low,6.8,8.7,Medium,2024-06-18,June,Q2
EMP1703,Marketing,SEO Analyst,Senior,APAC,ChatGPT,107.4,Content Creation,Low,8.6,58.6,38.4,34.47,6136.64,2170.34,34.76,26.76,Medium,8.5,2.8,High,2024-05-23,May,Q2
EMP1704,Marketing,Marketing Manager,Junior,APAC,Claude,87.9,Research,Low,8.8,56.3,40.1,28.77,7518.08,2161.77,33.96,14.17,Medium,7.1,17.1,High,2024-11-16,November,Q4
EMP1705,HR,Compensation Analyst,Mid,Europe,ChatGPT,56.9,Data Analysis,Low,4.8,54.6,40.9,25.09,3397.0,1843.73,23.27,3.18,Low,7.8,11.8,High,2024-11-06,November,Q4
EMP1706,Marketing,Brand Manager,Junior,UK,Gemini,112.0,Customer Support,Medium,7.2,38.0,24.4,35.79,12230.4,3112.96,38.33,33.52,High,7.9,21.9,High,2024-02-29,February,Q1
EMP1707,IT,DevOps Engineer,Senior,Europe,Claude,105.4,Research,Medium,7.9,73.5,44.5,39.46,8088.66,3703.33,45.48,33.68,High,10.0,10.6,Medium,2024-01-17,January,Q1
EMP1708,IT,DevOps Engineer,Mid,APAC,ChatGPT,108.7,Coding,High,8.8,76.0,38.2,49.74,7883.33,4654.59,47.83,20.74,High,10.0,7.8,High,2024-09-11,September,Q3
EMP1709,IT,Data Scientist,Senior,India,Claude,97.9,Data Analysis,High,5.7,83.0,43.8,47.23,9575.87,3263.03,42.28,36.26,High,9.9,6.2,High,2024-06-03,June,Q2
EMP1710,Sales,Account Executive,Mid,Europe,Gemini,46.3,Content Creation,Medium,6.9,62.9,44.9,28.62,11516.1,2345.21,21.74,34.9,Medium,8.5,11.2,High,2024-03-30,March,Q1
EMP1711,IT,Software Engineer,Mid,UK,Claude,82.2,Coding,Medium,3.0,87.5,62.7,28.34,5343.1,1732.1,30.71,8.99,Low,9.4,10.1,Medium,2024-04-13,April,Q2
EMP1712,Finance,Financial Analyst,Junior,UK,OpenAI API,20.8,Content Creation,High,3.7,68.9,55.4,19.59,6034.15,3185.65,12.6,32.1,Low,6.0,10.9,Medium,2024-01-13,January,Q1
EMP1713,IT,IT Manager,Senior,APAC,OpenAI API,93.4,Coding,Medium,8.2,74.5,52.6,29.4,6221.32,3022.53,28.16,17.25,Medium,8.1,3.3,High,2024-06-23,June,Q2
EMP1714,HR,L&D Specialist,Mid,UK,Gemini,43.9,Data Analysis,Medium,6.8,77.8,60.9,21.72,3890.2,1951.14,19.91,23.49,Medium,7.1,8.3,Medium,2024-06-07,June,Q2
EMP1715,Sales,SDR,Junior,India,ChatGPT,45.8,Customer Support,Medium,7.6,41.5,32.9,20.72,11944.93,1733.75,19.42,30.23,Medium,8.2,13.8,High,2024-09-21,September,Q3
EMP1716,Operations,Process Analyst,Junior,India,ChatGPT,52.3,Content Creation,Medium,8.2,54.6,38.0,30.4,9137.89,4162.22,35.55,19.7,High,7.9,19.6,Medium,2024-01-19,January,Q1
EMP1717,Marketing,Brand Manager,Mid,APAC,Copilot,54.8,Customer Support,High,7.5,32.0,23.4,26.88,7696.2,3179.57,27.88,21.76,Medium,7.8,9.4,High,2024-09-24,September,Q3
EMP1718,Sales,Sales Manager,Senior,UK,ChatGPT,64.1,Content Creation,Medium,6.8,52.4,36.5,30.34,15800.15,1611.23,19.2,13.44,Medium,6.7,13.2,Low,2024-01-23,January,Q1
EMP1719,IT,Cybersecurity Analyst,Junior,US,Copilot,115.7,Data Analysis,Medium,6.2,62.2,41.4,33.44,8868.05,3150.03,36.07,20.49,Medium,8.2,24.4,High,2024-08-27,August,Q3
EMP1720,Operations,Operations Manager,Junior,Europe,ChatGPT,73.6,Content Creation,Medium,4.3,63.8,47.7,25.24,4250.05,3412.67,26.02,20.32,Medium,7.0,12.1,Medium,2024-12-03,December,Q4
EMP1721,HR,HR Analyst,Junior,UK,ChatGPT,76.0,Data Analysis,Medium,6.0,72.5,52.6,27.45,2454.01,1319.89,30.17,24.68,Low,6.9,20.8,Medium,2024-06-08,June,Q2
EMP1722,HR,Recruiter,Senior,Europe,Claude,39.7,Content Creation,Medium,4.9,48.6,36.6,24.69,2756.23,3219.2,27.77,35.63,Medium,7.8,6.5,High,2024-04-08,April,Q2
EMP1723,Operations,Supply Chain Analyst,Junior,India,Claude,66.8,Content Creation,Medium,3.9,41.7,32.0,23.26,3935.65,2390.05,23.06,32.64,Low,7.7,17.5,High,2024-06-12,June,Q2
EMP1724,IT,IT Manager,Mid,India,Copilot,135.5,Data Analysis,Medium,8.1,56.2,38.6,31.32,9697.48,2391.8,38.87,21.93,Medium,8.9,16.5,High,2024-03-17,March,Q1
